seed	model_params	raw_bpb	int6_sw_bpb	steps	step_ms	train_time_s	bytes_total	bytes_code	artifact_legal	log
444	29415508	1.1530	1.13417607	3998	150.08	600	16032878	65410	no	crawler/2026-04-09_Trapper_Keeper_1/results/train_seed444_20260410_065634_recovered_from_chat.log
