seed	model_params	raw_bpb	int6_sw_bpb	steps	step_ms	train_time_s	bytes_total	bytes_code	artifact_legal	log
300	29415508	1.1555	1.13853446	4006	149.78	600	15851974	67089	yes	/workspace/parameter-golf/crawler/2026-04-09_Trapper_Keeper_1/results/train_seed300_20260410_211710.log
