impl	B	H	T	D	dtype	fwd_ms	fwd_p50_ms	bwd_ms	bwd_p50_ms	peak_mem_mb	iters	ok	err	cfg_block	cfg_fwd_warps	cfg_fwd_stages	cfg_bwd_chaos_warps	cfg_bwd_chaos_stages	cfg_bwd_attn_warps	cfg_bwd_attn_stages	cfg_chaos_iters
eager_vortex	2	8	2048	128	bf16	2.2150	2.2143	6.0049	6.0080	1172.07	20	1		128	8	2	8	1	8	2	3
vortex_fused	2	8	2048	128	bf16	0.2386	0.2387	1.9860	1.9836	136.27	20	1		128	8	2	8	1	8	2	3
sdpa_flash_attn_only	2	8	2048	128	bf16	0.1433	0.1413	0.4487	0.4473	96.25	20	1		128	8	2	8	1	8	2	7
sdpa_cudnn_attn_only	2	8	2048	128	bf16	0.0846	0.0839	0.3231	0.2969	80.25	20	1		128	8	2	8	1	8	2	7
sdpa_memeff_attn_only	2	8	2048	128	bf16	0.1796	0.1774	0.8135	0.8161	80.25	20	1		128	8	2	8	1	8	2	7
sdpa_flash_vortex	2	8	2048	128	bf16	1.1694	1.1689	3.6060	3.6060	672.60	20	1		128	8	2	8	1	8	2	7
sdpa_cudnn_vortex	2	8	2048	128	bf16	1.1431	1.1286	3.8367	3.9553	672.60	20	1		128	8	2	8	1	8	2	7
eager_vortex	2	8	2048	128	bf16	2.6799	2.6794	7.5772	7.4455	1196.47	20	1		128	8	2	8	1	8	2	7
vortex_fused	2	8	2048	128	bf16	0.3220	0.3210	3.0121	2.9954	136.27	20	1		128	8	2	8	1	8	2	7
sdpa_flash_attn_only	2	8	2048	128	bf16	0.1498	0.1518	0.4526	0.4496	96.25	20	1		128	8	2	8	1	8	2	5
sdpa_cudnn_attn_only	2	8	2048	128	bf16	0.0812	0.0802	0.3228	0.2982	80.25	20	1		128	8	2	8	1	8	2	5
sdpa_memeff_attn_only	2	8	2048	128	bf16	0.1798	0.1795	0.8158	0.8151	80.25	20	1		128	8	2	8	1	8	2	5
sdpa_flash_vortex	2	8	2048	128	bf16	0.9366	0.9361	2.9301	2.9284	544.47	20	1		128	8	2	8	1	8	2	5
sdpa_cudnn_vortex	2	8	2048	128	bf16	0.9071	0.8928	3.3242	3.3615	544.47	20	1		128	8	2	8	1	8	2	5
eager_vortex	2	8	2048	128	bf16	2.4444	2.4435	6.8188	6.7123	1172.07	20	1		128	8	2	8	1	8	2	5
vortex_fused	2	8	2048	128	bf16	0.2828	0.2820	2.7852	2.7834	136.27	20	1		128	8	2	8	1	8	2	5
sdpa_flash_attn_only	2	8	4096	128	bf16	0.3431	0.3447	1.1707	1.1731	192.50	20	1		128	8	2	8	1	8	2	0
sdpa_cudnn_attn_only	2	8	4096	128	bf16	0.1850	0.1831	0.6708	0.6509	160.50	20	1		128	8	2	8	1	8	2	0
sdpa_memeff_attn_only	2	8	4096	128	bf16	0.5262	0.5243	2.3297	2.3341	160.51	20	1		128	8	2	8	1	8	2	0
sdpa_flash_vortex	2	8	4096	128	bf16	0.8216	0.8192	2.4139	2.4181	320.29	20	1		128	8	2	8	1	8	2	0
sdpa_cudnn_vortex	2	8	4096	128	bf16	0.6698	0.6696	1.8980	1.9005	320.29	20	1		128	8	2	8	1	8	2	0
eager_vortex	2	8	4096	128	bf16	6.9089	6.9067	17.8260	17.8174	4336.03	20	1		128	8	2	8	1	8	2	0
vortex_fused	2	8	4096	128	bf16	0.3093	0.3079	2.7280	2.7074	208.42	20	1		128	8	2	8	1	8	2	0
sdpa_flash_attn_only	2	8	4096	128	bf16	0.3596	0.3602	1.1623	1.1646	192.50	20	1		128	8	2	8	1	8	2	1
sdpa_cudnn_attn_only	2	8	4096	128	bf16	0.1781	0.1782	0.6841	0.6747	160.50	20	1		128	8	2	8	1	8	2	1
sdpa_memeff_attn_only	2	8	4096	128	bf16	0.5374	0.5380	2.3428	2.3222	160.51	20	1		128	8	2	8	1	8	2	1
sdpa_flash_vortex	2	8	4096	128	bf16	1.0641	1.0642	3.1855	3.1854	512.35	20	1		128	8	2	8	1	8	2	1
sdpa_cudnn_vortex	2	8	4096	128	bf16	0.9450	0.9438	2.6394	2.6426	512.35	20	1		128	8	2	8	1	8	2	1
eager_vortex	2	8	4096	128	bf16	7.1805	7.1773	18.5880	18.5795	4336.07	20	1		128	8	2	8	1	8	2	1
vortex_fused	2	8	4096	128	bf16	0.4006	0.4005	3.2951	3.2957	208.42	20	1		128	8	2	8	1	8	2	1
sdpa_flash_attn_only	2	8	4096	128	bf16	0.3640	0.3604	1.1755	1.1718	192.50	20	1		128	8	2	8	1	8	2	3
sdpa_cudnn_attn_only	2	8	4096	128	bf16	0.1812	0.1811	0.6869	0.6825	160.50	20	1		128	8	2	8	1	8	2	3
sdpa_memeff_attn_only	2	8	4096	128	bf16	0.5430	0.5400	2.3449	2.3440	160.51	20	1		128	8	2	8	1	8	2	3
sdpa_flash_vortex	2	8	4096	128	bf16	1.5573	1.5608	4.5791	4.5831	768.48	20	1		128	8	2	8	1	8	2	3
sdpa_cudnn_vortex	2	8	4096	128	bf16	1.4196	1.4256	4.0497	4.0553	768.48	20	1		128	8	2	8	1	8	2	3
eager_vortex	2	8	4096	128	bf16	7.6629	7.6621	19.9876	19.9841	4336.07	20	1		128	8	2	8	1	8	2	3
vortex_fused	2	8	4096	128	bf16	0.4898	0.4856	4.4558	4.4478	208.42	20	1		128	8	2	8	1	8	2	3
sdpa_flash_attn_only	2	8	4096	128	bf16	0.3455	0.3473	1.1815	1.1824	192.50	20	1		128	8	2	8	1	8	2	5
sdpa_cudnn_attn_only	2	8	4096	128	bf16	0.1806	0.1801	0.7109	0.6826	160.50	20	1		128	8	2	8	1	8	2	5
sdpa_memeff_attn_only	2	8	4096	128	bf16	0.5455	0.5456	2.3681	2.3682	160.51	20	1		128	8	2	8	1	8	2	5
sdpa_flash_vortex	2	8	4096	128	bf16	2.0496	2.0533	5.9609	5.9587	1024.60	20	1		128	8	2	8	1	8	2	5
sdpa_cudnn_vortex	2	8	4096	128	bf16	1.8997	1.8951	5.3947	5.3946	1024.60	20	1		128	8	2	8	1	8	2	5
eager_vortex	2	8	4096	128	bf16	8.1523	8.1502	21.4104	21.4031	4336.07	20	1		128	8	2	8	1	8	2	5
vortex_fused	2	8	4096	128	bf16	0.5805	0.5816	5.7893	5.7728	208.42	20	1		128	8	2	8	1	8	2	5
sdpa_flash_attn_only	2	8	4096	128	bf16	0.3394	0.3368	1.1670	1.1666	192.50	20	1		128	8	2	8	1	8	2	7
sdpa_cudnn_attn_only	2	8	4096	128	bf16	0.1802	0.1793	0.6861	0.6747	160.50	20	1		128	8	2	8	1	8	2	7
sdpa_memeff_attn_only	2	8	4096	128	bf16	0.5394	0.5415	2.3425	2.3387	160.51	20	1		128	8	2	8	1	8	2	7
sdpa_flash_vortex	2	8	4096	128	bf16	2.5129	2.5108	7.3125	7.3104	1280.73	20	1		128	8	2	8	1	8	2	7
sdpa_cudnn_vortex	2	8	4096	128	bf16	2.3769	2.3727	6.8106	6.8223	1280.73	20	1		128	8	2	8	1	8	2	7
eager_vortex	2	8	4096	128	bf16	8.5903	8.5882	22.6727	22.6670	4336.07	20	1		128	8	2	8	1	8	2	7
vortex_fused	2	8	4096	128	bf16	0.6626	0.6622	6.3901	6.3852	208.42	20	1		128	8	2	8	1	8	2	7
sdpa_flash_attn_only	2	8	8192	128	bf16	0.9768	0.9773	3.5975	3.5937	385.00	20	1		128	8	2	8	1	8	2	0
sdpa_cudnn_attn_only	2	8	8192	128	bf16	0.5139	0.5121	1.9174	1.9069	321.00	20	1		128	8	2	8	1	8	2	0
sdpa_memeff_attn_only	2	8	8192	128	bf16	1.8097	1.8171	7.6896	7.6865	321.02	20	1		128	8	2	8	1	8	2	0
