impl	B	H	T	D	dtype	fwd_ms	fwd_p50_ms	bwd_ms	bwd_p50_ms	peak_mem_mb	iters	ok	err	cfg_block	cfg_fwd_warps	cfg_fwd_stages	cfg_bwd_chaos_warps	cfg_bwd_chaos_stages	cfg_bwd_attn_warps	cfg_bwd_attn_stages	cfg_chaos_iters
vortex_fused	2	8	512	128	bf16	0.1214	0.1202	1.1083	1.1135	86.20	20	1		128	8	2	8	1	8	3	5
sdpa_flash_attn_only	2	8	512	128	bf16	0.0488	0.0472	0.1954	0.1914	24.06	20	1		128	8	2	8	1	8	3	7
sdpa_cudnn_attn_only	2	8	512	128	bf16	0.0473	0.0459	0.1894	0.1877	20.06	20	1		128	8	2	8	1	8	3	7
sdpa_memeff_attn_only	2	8	512	128	bf16	0.0399	0.0392	0.2150	0.2148	20.06	20	1		128	8	2	8	1	8	3	7
sdpa_flash_vortex	2	8	512	128	bf16	0.5630	0.5620	2.6036	2.6282	216.50	20	1		128	8	2	8	1	8	3	7
sdpa_cudnn_vortex	2	8	512	128	bf16	0.5680	0.5658	3.5598	3.5909	216.50	20	1		128	8	2	8	1	8	3	7
eager_vortex	2	8	512	128	bf16	0.6220	0.6212	4.4497	4.4477	250.72	20	1		128	8	2	8	1	8	3	7
vortex_fused	2	8	512	128	bf16	0.1363	0.1354	1.2210	1.1978	86.20	20	1		128	8	2	8	1	8	3	7
sdpa_flash_attn_only	2	8	1024	128	bf16	0.0586	0.0570	0.2372	0.2360	48.13	20	1		128	8	2	8	1	8	3	0
sdpa_cudnn_attn_only	2	8	1024	128	bf16	0.0482	0.0461	0.3324	0.3313	40.13	20	1		128	8	2	8	1	8	3	0
sdpa_memeff_attn_only	2	8	1024	128	bf16	0.0992	0.0974	0.4145	0.4137	40.13	20	1		128	8	2	8	1	8	3	0
sdpa_flash_vortex	2	8	1024	128	bf16	0.1691	0.1678	1.5829	1.5747	80.10	20	1		128	8	2	8	1	8	3	0
sdpa_cudnn_vortex	2	8	1024	128	bf16	0.4069	0.4024	1.6817	1.7031	80.10	20	1		128	8	2	8	1	8	3	0
eager_vortex	2	8	1024	128	bf16	0.5932	0.5923	1.9050	1.8448	361.03	20	1		128	8	2	8	1	8	3	0
vortex_fused	2	8	1024	128	bf16	0.0888	0.0877	0.4324	0.4306	108.26	20	1		128	8	2	8	1	8	3	0
sdpa_flash_attn_only	2	8	1024	128	bf16	0.0580	0.0569	0.2179	0.2158	48.13	20	1		128	8	2	8	1	8	3	1
sdpa_cudnn_attn_only	2	8	1024	128	bf16	0.0485	0.0469	0.1887	0.1872	40.13	20	1		128	8	2	8	1	8	3	1
sdpa_memeff_attn_only	2	8	1024	128	bf16	0.0740	0.0734	0.3085	0.3082	40.13	20	1		128	8	2	8	1	8	3	1
sdpa_flash_vortex	2	8	1024	128	bf16	0.2488	0.2476	1.5272	1.5035	176.16	20	1		128	8	2	8	1	8	3	1
sdpa_cudnn_vortex	2	8	1024	128	bf16	0.2619	0.2598	1.5139	1.5362	176.16	20	1		128	8	2	8	1	8	3	1
eager_vortex	2	8	1024	128	bf16	0.6650	0.6623	2.5590	2.5448	361.07	20	1		128	8	2	8	1	8	3	1
vortex_fused	2	8	1024	128	bf16	0.0993	0.0977	0.6896	0.6980	108.26	20	1		128	8	2	8	1	8	3	1
sdpa_flash_attn_only	2	8	1024	128	bf16	0.0585	0.0574	0.2195	0.2170	48.13	20	1		128	8	2	8	1	8	3	3
sdpa_cudnn_attn_only	2	8	1024	128	bf16	0.0487	0.0471	0.1921	0.1866	40.13	20	1		128	8	2	8	1	8	3	3
sdpa_memeff_attn_only	2	8	1024	128	bf16	0.0732	0.0725	0.3123	0.3086	40.13	20	1		128	8	2	8	1	8	3	3
sdpa_flash_vortex	2	8	1024	128	bf16	0.3795	0.3791	1.7433	1.6616	240.29	20	1		128	8	2	8	1	8	3	3
sdpa_cudnn_vortex	2	8	1024	128	bf16	0.3919	0.3908	1.6510	1.6388	240.29	20	1		128	8	2	8	1	8	3	3
eager_vortex	2	8	1024	128	bf16	0.8098	0.8030	2.3233	2.3295	373.22	20	1		128	8	2	8	1	8	3	3
vortex_fused	2	8	1024	128	bf16	0.1266	0.1268	0.9124	0.9059	108.26	20	1		128	8	2	8	1	8	3	3
sdpa_flash_attn_only	2	8	1024	128	bf16	0.0585	0.0573	0.2201	0.2193	48.13	20	1		128	8	2	8	1	8	3	5
sdpa_cudnn_attn_only	2	8	1024	128	bf16	0.0480	0.0471	0.1915	0.1895	40.13	20	1		128	8	2	8	1	8	3	5
sdpa_memeff_attn_only	2	8	1024	128	bf16	0.0741	0.0734	0.3111	0.3108	40.13	20	1		128	8	2	8	1	8	3	5
sdpa_flash_vortex	2	8	1024	128	bf16	0.5066	0.5067	2.4335	2.5111	304.41	20	1		128	8	2	8	1	8	3	5
sdpa_cudnn_vortex	2	8	1024	128	bf16	0.6057	0.5229	3.4778	3.3839	304.41	20	1		128	8	2	8	1	8	3	5
eager_vortex	2	8	1024	128	bf16	0.9314	0.9302	4.8396	4.7046	437.35	20	1		128	8	2	8	1	8	3	5
vortex_fused	2	8	1024	128	bf16	0.1480	0.1488	1.3898	1.3724	108.26	20	1		128	8	2	8	1	8	3	5
sdpa_flash_attn_only	2	8	1024	128	bf16	0.0583	0.0575	0.2220	0.2198	48.13	20	1		128	8	2	8	1	8	3	7
sdpa_cudnn_attn_only	2	8	1024	128	bf16	0.0470	0.0457	0.1907	0.1880	40.13	20	1		128	8	2	8	1	8	3	7
sdpa_memeff_attn_only	2	8	1024	128	bf16	0.0740	0.0735	0.3139	0.3114	40.13	20	1		128	8	2	8	1	8	3	7
sdpa_flash_vortex	2	8	1024	128	bf16	0.6470	0.6462	3.0074	3.1301	368.54	20	1		128	8	2	8	1	8	3	7
sdpa_cudnn_vortex	2	8	1024	128	bf16	0.7452	0.6617	3.9973	3.9666	368.54	20	1		128	8	2	8	1	8	3	7
eager_vortex	2	8	1024	128	bf16	1.0795	1.0722	6.0295	5.9842	501.47	20	1		128	8	2	8	1	8	3	7
vortex_fused	2	8	1024	128	bf16	0.1600	0.1597	1.6338	1.5225	108.26	20	1		128	8	2	8	1	8	3	7
sdpa_flash_attn_only	2	8	2048	128	bf16	0.1271	0.1257	0.4467	0.4450	96.25	20	1		128	8	2	8	1	8	3	0
sdpa_cudnn_attn_only	2	8	2048	128	bf16	0.0820	0.0811	0.3040	0.2907	80.25	20	1		128	8	2	8	1	8	3	0
sdpa_memeff_attn_only	2	8	2048	128	bf16	0.1783	0.1776	0.8087	0.8078	80.25	20	1		128	8	2	8	1	8	3	0
sdpa_flash_vortex	2	8	2048	128	bf16	0.3506	0.3501	1.2151	1.2138	160.16	20	1		128	8	2	8	1	8	3	0
sdpa_cudnn_vortex	2	8	2048	128	bf16	0.3032	0.3031	1.2532	1.2444	160.16	20	1		128	8	2	8	1	8	3	0
eager_vortex	2	8	2048	128	bf16	1.8721	1.8691	5.0718	4.9321	1172.03	20	1		128	8	2	8	1	8	3	0
vortex_fused	2	8	2048	128	bf16	0.1603	0.1581	1.0036	0.9687	152.40	20	1		128	8	2	8	1	8	3	0
sdpa_flash_attn_only	2	8	2048	128	bf16	0.1269	0.1256	0.4479	0.4471	96.25	20	1		128	8	2	8	1	8	3	1
sdpa_cudnn_attn_only	2	8	2048	128	bf16	0.0814	0.0795	0.2933	0.2919	80.25	20	1		128	8	2	8	1	8	3	1
sdpa_memeff_attn_only	2	8	2048	128	bf16	0.1781	0.1793	0.8143	0.8134	80.25	20	1		128	8	2	8	1	8	3	1
sdpa_flash_vortex	2	8	2048	128	bf16	0.4773	0.4767	2.0499	2.0853	288.22	20	1		128	8	2	8	1	8	3	1
sdpa_cudnn_vortex	2	8	2048	128	bf16	0.4900	0.4677	2.3922	2.4301	288.22	20	1		128	8	2	8	1	8	3	1
eager_vortex	2	8	2048	128	bf16	2.0038	1.9852	5.2940	5.2907	1172.07	20	1		128	8	2	8	1	8	3	1
vortex_fused	2	8	2048	128	bf16	0.2041	0.2027	1.2113	1.2076	152.40	20	1		128	8	2	8	1	8	3	1
sdpa_flash_attn_only	2	8	2048	128	bf16	0.1274	0.1263	0.4467	0.4454	96.25	20	1		128	8	2	8	1	8	3	3
sdpa_cudnn_attn_only	2	8	2048	128	bf16	0.0803	0.0793	0.3076	0.2937	80.25	20	1		128	8	2	8	1	8	3	3
sdpa_memeff_attn_only	2	8	2048	128	bf16	0.1775	0.1777	0.8143	0.8141	80.25	20	1		128	8	2	8	1	8	3	3
sdpa_flash_vortex	2	8	2048	128	bf16	0.7056	0.7045	2.7877	2.8263	416.35	20	1		128	8	2	8	1	8	3	3
sdpa_cudnn_vortex	2	8	2048	128	bf16	0.7042	0.7028	3.5822	3.5916	416.35	20	1		128	8	2	8	1	8	3	3
eager_vortex	2	8	2048	128	bf16	2.2177	2.2159	5.9901	5.9869	1172.07	20	1		128	8	2	8	1	8	3	3
vortex_fused	2	8	2048	128	bf16	0.2527	0.2515	1.9377	1.9835	152.40	20	1		128	8	2	8	1	8	3	3
sdpa_flash_attn_only	2	8	2048	128	bf16	0.1272	0.1260	0.4443	0.4438	96.25	20	1		128	8	2	8	1	8	3	5
sdpa_cudnn_attn_only	2	8	2048	128	bf16	0.0798	0.0791	0.3617	0.3499	80.25	20	1		128	8	2	8	1	8	3	5
sdpa_memeff_attn_only	2	8	2048	128	bf16	0.2042	0.2031	0.8585	0.8575	80.25	20	1		128	8	2	8	1	8	3	5
sdpa_flash_vortex	2	8	2048	128	bf16	0.9422	0.9412	3.6605	3.6912	544.47	20	1		128	8	2	8	1	8	3	5
sdpa_cudnn_vortex	2	8	2048	128	bf16	0.9577	0.9386	4.4924	4.5096	544.47	20	1		128	8	2	8	1	8	3	5
eager_vortex	2	8	2048	128	bf16	2.4501	2.4487	6.7172	6.7134	1172.07	20	1		128	8	2	8	1	8	3	5
vortex_fused	2	8	2048	128	bf16	0.2954	0.2943	2.5144	2.5275	152.40	20	1		128	8	2	8	1	8	3	5
sdpa_flash_attn_only	2	8	2048	128	bf16	0.1241	0.1227	0.4468	0.4460	96.25	20	1		128	8	2	8	1	8	3	7
sdpa_cudnn_attn_only	2	8	2048	128	bf16	0.0809	0.0794	0.3215	0.3015	80.25	20	1		128	8	2	8	1	8	3	7
sdpa_memeff_attn_only	2	8	2048	128	bf16	0.1805	0.1799	0.8101	0.8083	80.25	20	1		128	8	2	8	1	8	3	7
sdpa_flash_vortex	2	8	2048	128	bf16	1.1835	1.1828	3.9057	3.9327	672.60	20	1		128	8	2	8	1	8	3	7
sdpa_cudnn_vortex	2	8	2048	128	bf16	1.1581	1.1554	5.5395	5.6737	672.60	20	1		128	8	2	8	1	8	3	7
eager_vortex	2	8	2048	128	bf16	2.6891	2.6876	7.5846	7.5810	1196.47	20	1		128	8	2	8	1	8	3	7
vortex_fused	2	8	2048	128	bf16	0.3358	0.3384	2.8039	2.8161	152.40	20	1		128	8	2	8	1	8	3	7
sdpa_flash_attn_only	2	8	4096	128	bf16	0.3429	0.3443	1.1728	1.1747	192.50	20	1		128	8	2	8	1	8	3	0
sdpa_cudnn_attn_only	2	8	4096	128	bf16	0.1803	0.1797	0.6446	0.6442	160.50	20	1		128	8	2	8	1	8	3	0
sdpa_memeff_attn_only	2	8	4096	128	bf16	0.5223	0.5194	2.3240	2.3287	160.51	20	1		128	8	2	8	1	8	3	0
sdpa_flash_vortex	2	8	4096	128	bf16	0.8195	0.8185	2.4081	2.4075	320.29	20	1		128	8	2	8	1	8	3	0
sdpa_cudnn_vortex	2	8	4096	128	bf16	0.6700	0.6695	1.8970	1.8962	320.29	20	1		128	8	2	8	1	8	3	0
eager_vortex	2	8	4096	128	bf16	6.9412	6.9366	17.8852	17.8797	4336.03	20	1		128	8	2	8	1	8	3	0
vortex_fused	2	8	4096	128	bf16	0.3320	0.3312	1.7209	1.7132	240.70	20	1		128	8	2	8	1	8	3	0
sdpa_flash_attn_only	2	8	4096	128	bf16	0.3437	0.3439	1.1776	1.1766	192.50	20	1		128	8	2	8	1	8	3	1
sdpa_cudnn_attn_only	2	8	4096	128	bf16	0.1808	0.1798	0.6471	0.6456	160.50	20	1		128	8	2	8	1	8	3	1
sdpa_memeff_attn_only	2	8	4096	128	bf16	0.5221	0.5230	2.3263	2.3236	160.51	20	1		128	8	2	8	1	8	3	1
sdpa_flash_vortex	2	8	4096	128	bf16	1.0606	1.0587	3.1906	3.1916	512.35	20	1		128	8	2	8	1	8	3	1
sdpa_cudnn_vortex	2	8	4096	128	bf16	0.9438	0.9440	2.9089	2.6627	512.35	20	1		128	8	2	8	1	8	3	1
eager_vortex	2	8	4096	128	bf16	7.1536	7.1488	18.5333	18.5282	4336.07	20	1		128	8	2	8	1	8	3	1
vortex_fused	2	8	4096	128	bf16	0.4402	0.4358	2.5354	2.5193	240.70	20	1		128	8	2	8	1	8	3	1
sdpa_flash_attn_only	2	8	4096	128	bf16	0.3390	0.3418	1.1750	1.1743	192.50	20	1		128	8	2	8	1	8	3	3
sdpa_cudnn_attn_only	2	8	4096	128	bf16	0.1796	0.1790	0.6510	0.6500	160.50	20	1		128	8	2	8	1	8	3	3
sdpa_memeff_attn_only	2	8	4096	128	bf16	0.5274	0.5272	2.3378	2.3417	160.51	20	1		128	8	2	8	1	8	3	3
sdpa_flash_vortex	2	8	4096	128	bf16	1.5476	1.5488	4.5881	4.5887	768.48	20	1		128	8	2	8	1	8	3	3
sdpa_cudnn_vortex	2	8	4096	128	bf16	1.4220	1.4175	4.1048	4.1074	768.48	20	1		128	8	2	8	1	8	3	3
eager_vortex	2	8	4096	128	bf16	7.6756	7.6705	20.0275	20.0193	4336.07	20	1		128	8	2	8	1	8	3	3
vortex_fused	2	8	4096	128	bf16	0.5156	0.5163	3.7272	3.7378	240.70	20	1		128	8	2	8	1	8	3	3
sdpa_flash_attn_only	2	8	4096	128	bf16	0.3380	0.3406	1.1759	1.1731	192.50	20	1		128	8	2	8	1	8	3	5
sdpa_cudnn_attn_only	2	8	4096	128	bf16	0.1781	0.1761	0.6449	0.6436	160.50	20	1		128	8	2	8	1	8	3	5
sdpa_memeff_attn_only	2	8	4096	128	bf16	0.5237	0.5239	2.3344	2.3318	160.51	20	1		128	8	2	8	1	8	3	5
sdpa_flash_vortex	2	8	4096	128	bf16	2.0395	2.0389	6.1587	5.9523	1024.60	20	1		128	8	2	8	1	8	3	5
sdpa_cudnn_vortex	2	8	4096	128	bf16	1.8889	1.8872	5.3864	5.3833	1024.60	20	1		128	8	2	8	1	8	3	5
eager_vortex	2	8	4096	128	bf16	8.1134	8.1094	21.3352	21.2912	4336.07	20	1		128	8	2	8	1	8	3	5
vortex_fused	2	8	4096	128	bf16	0.6005	0.6000	4.8200	4.8194	240.70	20	1		128	8	2	8	1	8	3	5
sdpa_flash_attn_only	2	8	4096	128	bf16	0.3404	0.3442	1.1703	1.1697	192.50	20	1		128	8	2	8	1	8	3	7
sdpa_cudnn_attn_only	2	8	4096	128	bf16	0.1775	0.1765	0.6835	0.6760	160.50	20	1		128	8	2	8	1	8	3	7
sdpa_memeff_attn_only	2	8	4096	128	bf16	0.5352	0.5376	2.3331	2.3350	160.51	20	1		128	8	2	8	1	8	3	7
sdpa_flash_vortex	2	8	4096	128	bf16	2.5275	2.5284	7.3819	7.3559	1280.73	20	1		128	8	2	8	1	8	3	7
sdpa_cudnn_vortex	2	8	4096	128	bf16	2.3833	2.3823	6.8318	6.8330	1280.73	20	1		128	8	2	8	1	8	3	7
eager_vortex	2	8	4096	128	bf16	8.6121	8.6092	22.7199	22.7142	4336.07	20	1		128	8	2	8	1	8	3	7
vortex_fused	2	8	4096	128	bf16	0.6891	0.6886	5.5015	5.5018	240.70	20	1		128	8	2	8	1	8	3	7
sdpa_flash_attn_only	2	8	8192	128	bf16	0.9833	0.9833	3.6264	3.6205	385.00	20	1		128	8	2	8	1	8	3	0
sdpa_cudnn_attn_only	2	8	8192	128	bf16	0.5109	0.5096	1.9228	1.9158	321.00	20	1		128	8	2	8	1	8	3	0
sdpa_memeff_attn_only	2	8	8192	128	bf16	1.8088	1.8016	7.6646	7.6430	321.02	20	1		128	8	2	8	1	8	3	0
sdpa_flash_vortex	2	8	8192	128	bf16	1.8973	1.8977	5.9048	5.9059	640.54	20	1		128	8	2	8	1	8	3	0
sdpa_cudnn_vortex	2	8	8192	128	bf16	1.4415	1.4387	4.2419	4.2409	640.54	20	1		128	8	2	8	1	8	3	0
eager_vortex	2	8	8192	128	bf16	27.4796	27.4727	68.8569	68.8542	16832.03	20	1		128	8	2	8	1	8	3	0
vortex_fused	2	8	8192	128	bf16	0.8747	0.8683	4.5338	4.5385	417.39	20	1		128	8	2	8	1	8	3	0
sdpa_flash_attn_only	2	8	8192	128	bf16	0.9781	0.9794	3.6233	3.6026	385.00	20	1		128	8	2	8	1	8	3	1
sdpa_cudnn_attn_only	2	8	8192	128	bf16	0.5133	0.5109	1.9407	1.9351	321.00	20	1		128	8	2	8	1	8	3	1
sdpa_memeff_attn_only	2	8	8192	128	bf16	1.8158	1.8113	7.7833	7.7186	321.02	20	1		128	8	2	8	1	8	3	1
sdpa_flash_vortex	2	8	8192	128	bf16	2.3628	2.3575	7.2661	7.2792	960.60	20	1		128	8	2	8	1	8	3	1
sdpa_cudnn_vortex	2	8	8192	128	bf16	1.9116	1.9086	5.6013	5.5972	960.60	20	1		128	8	2	8	1	8	3	1
eager_vortex	2	8	8192	128	bf16	28.1055	28.0859	70.6111	70.6075	16832.07	20	1		128	8	2	8	1	8	3	1
vortex_fused	2	8	8192	128	bf16	1.0655	1.0648	6.2061	6.2016	417.39	20	1		128	8	2	8	1	8	3	1
sdpa_flash_attn_only	2	8	8192	128	bf16	0.9789	0.9770	3.5851	3.5804	385.00	20	1		128	8	2	8	1	8	3	3
sdpa_cudnn_attn_only	2	8	8192	128	bf16	0.5065	0.5043	1.9260	1.9213	321.00	20	1		128	8	2	8	1	8	3	3
sdpa_memeff_attn_only	2	8	8192	128	bf16	1.8016	1.7960	7.6937	7.6843	321.02	20	1		128	8	2	8	1	8	3	3
sdpa_flash_vortex	2	8	8192	128	bf16	3.2739	3.2714	9.9050	9.9058	1472.73	20	1		128	8	2	8	1	8	3	3
sdpa_cudnn_vortex	2	8	8192	128	bf16	2.8316	2.8310	8.2478	8.2267	1472.73	20	1		128	8	2	8	1	8	3	3
eager_vortex	2	8	8192	128	bf16	29.0020	28.9929	73.1760	73.1674	16832.07	20	1		128	8	2	8	1	8	3	3
vortex_fused	2	8	8192	128	bf16	1.2230	1.2194	8.5207	8.5060	417.39	20	1		128	8	2	8	1	8	3	3
sdpa_flash_attn_only	2	8	8192	128	bf16	0.9774	0.9768	3.5882	3.5817	385.00	20	1		128	8	2	8	1	8	3	5
sdpa_cudnn_attn_only	2	8	8192	128	bf16	0.5067	0.5042	1.9375	1.9325	321.00	20	1		128	8	2	8	1	8	3	5
sdpa_memeff_attn_only	2	8	8192	128	bf16	1.8115	1.7987	7.6502	7.6436	321.02	20	1		128	8	2	8	1	8	3	5
sdpa_flash_vortex	2	8	8192	128	bf16	4.1884	4.1864	12.4304	12.4218	1984.85	20	1		128	8	2	8	1	8	3	5
sdpa_cudnn_vortex	2	8	8192	128	bf16	3.7498	3.7465	10.7687	10.7618	1984.85	20	1		128	8	2	8	1	8	3	5
eager_vortex	2	8	8192	128	bf16	29.9120	29.9123	75.7072	75.7025	16832.07	20	1		128	8	2	8	1	8	3	5
vortex_fused	2	8	8192	128	bf16	1.3927	1.3913	10.9286	10.9185	417.39	20	1		128	8	2	8	1	8	3	5
sdpa_flash_attn_only	2	8	8192	128	bf16	0.9860	0.9917	3.5986	3.5982	385.00	20	1		128	8	2	8	1	8	3	7
sdpa_cudnn_attn_only	2	8	8192	128	bf16	0.5108	0.5088	1.9068	1.9046	321.00	20	1		128	8	2	8	1	8	3	7
sdpa_memeff_attn_only	2	8	8192	128	bf16	1.7861	1.7837	7.6923	7.6662	321.02	20	1		128	8	2	8	1	8	3	7
sdpa_flash_vortex	2	8	8192	128	bf16	5.1391	5.1413	15.0429	15.0294	2496.98	20	1		128	8	2	8	1	8	3	7
sdpa_cudnn_vortex	2	8	8192	128	bf16	4.6462	4.6433	13.3562	13.3513	2496.98	20	1		128	8	2	8	1	8	3	7
eager_vortex	2	8	8192	128	bf16	30.8223	30.8113	78.3010	78.2996	16832.07	20	1		128	8	2	8	1	8	3	7
vortex_fused	2	8	8192	128	bf16	1.5616	1.5607	12.2166	12.2044	417.39	20	1		128	8	2	8	1	8	3	7
